year,count_date,fish_count,Species,Species_ID,count_location,count_location_ID
2022,9/3/2022,2000,Sockeye,420,Bear River,33
2022,9/4/2022,1000,Sockeye,420,Bear River,33
2022,9/5/2022,1000,Sockeye,420,Bear River,33
2022,9/6/2022,1000,Sockeye,420,Bear River,33
2022,9/7/2022,1000,Sockeye,420,Bear River,33
2022,9/8/2022,1000,Sockeye,420,Bear River,33
2022,9/9/2022,1000,Sockeye,420,Bear River,33
2022,9/10/2022,1000,Sockeye,420,Bear River,33
2022,9/11/2022,500,Sockeye,420,Bear River,33
2022,9/12/2022,500,Sockeye,420,Bear River,33
2022,9/13/2022,500,Sockeye,420,Bear River,33
2022,9/14/2022,500,Sockeye,420,Bear River,33
2022,8/30/2022,26,Coho,430,Bear River,33
2022,7/3/2022,4,Pink,440,Bear River,33
2022,7/4/2022,5,Pink,440,Bear River,33
2022,7/5/2022,4,Pink,440,Bear River,33
2022,7/6/2022,2,Pink,440,Bear River,33
2022,7/7/2022,2,Pink,440,Bear River,33
2022,7/8/2022,0,Pink,440,Bear River,33
2022,7/9/2022,5,Pink,440,Bear River,33
2022,7/10/2022,2,Pink,440,Bear River,33
2022,7/11/2022,5,Pink,440,Bear River,33
2022,7/12/2022,9,Pink,440,Bear River,33
2022,7/13/2022,4,Pink,440,Bear River,33
2022,7/14/2022,0,Pink,440,Bear River,33
2022,7/15/2022,1,Pink,440,Bear River,33
2022,7/16/2022,6,Pink,440,Bear River,33
2022,7/17/2022,5,Pink,440,Bear River,33
2022,7/18/2022,0,Pink,440,Bear River,33
2022,7/19/2022,28,Pink,440,Bear River,33
2022,7/20/2022,8,Pink,440,Bear River,33
2022,7/21/2022,8,Pink,440,Bear River,33
2022,7/22/2022,12,Pink,440,Bear River,33
2022,7/23/2022,6,Pink,440,Bear River,33
2022,7/24/2022,4,Pink,440,Bear River,33
2022,7/25/2022,12,Pink,440,Bear River,33
2022,7/26/2022,17,Pink,440,Bear River,33
2022,7/27/2022,19,Pink,440,Bear River,33
2022,7/28/2022,17,Pink,440,Bear River,33
2022,7/29/2022,52,Pink,440,Bear River,33
2022,7/30/2022,7,Pink,440,Bear River,33
2022,7/31/2022,2,Pink,440,Bear River,33
2022,8/1/2022,4,Pink,440,Bear River,33
2022,8/2/2022,2,Pink,440,Bear River,33
2022,8/3/2022,5,Pink,440,Bear River,33
2022,8/4/2022,10,Pink,440,Bear River,33
2022,8/5/2022,15,Pink,440,Bear River,33
2022,8/6/2022,7,Pink,440,Bear River,33
2022,8/7/2022,6,Pink,440,Bear River,33
2022,8/8/2022,2,Pink,440,Bear River,33
2022,8/9/2022,20,Pink,440,Bear River,33
2022,8/10/2022,10,Pink,440,Bear River,33
2022,8/11/2022,10,Pink,440,Bear River,33
2022,8/12/2022,6,Pink,440,Bear River,33
2022,8/13/2022,0,Pink,440,Bear River,33
2022,8/14/2022,0,Pink,440,Bear River,33
2022,8/15/2022,0,Pink,440,Bear River,33
2022,8/16/2022,2,Pink,440,Bear River,33
2022,8/17/2022,10,Pink,440,Bear River,33
2022,8/18/2022,2,Pink,440,Bear River,33
2022,8/19/2022,1,Pink,440,Bear River,33
2022,8/20/2022,18,Pink,440,Bear River,33
2022,8/21/2022,6,Pink,440,Bear River,33
2022,8/22/2022,13,Pink,440,Bear River,33
2022,8/23/2022,15,Pink,440,Bear River,33
2022,8/24/2022,19,Pink,440,Bear River,33
2022,8/25/2022,18,Pink,440,Bear River,33
2022,8/26/2022,18,Pink,440,Bear River,33
2022,8/27/2022,0,Pink,440,Bear River,33
2022,8/2/2022,3,Chum,450,Bear River,33
2022,8/3/2022,1,Chum,450,Bear River,33
2022,8/4/2022,0,Chum,450,Bear River,33
2022,8/5/2022,1,Chum,450,Bear River,33
2022,8/6/2022,1,Chum,450,Bear River,33
2022,8/7/2022,2,Chum,450,Bear River,33
2022,8/8/2022,2,Chum,450,Bear River,33
2022,8/9/2022,2,Chum,450,Bear River,33
2022,8/10/2022,0,Chum,450,Bear River,33
2022,8/11/2022,0,Chum,450,Bear River,33
2022,8/12/2022,0,Chum,450,Bear River,33
2022,8/13/2022,0,Chum,450,Bear River,33
2022,8/14/2022,0,Chum,450,Bear River,33
2022,8/15/2022,0,Chum,450,Bear River,33
2022,8/16/2022,2,Chum,450,Bear River,33
2022,8/17/2022,0,Chum,450,Bear River,33
2022,8/18/2022,0,Chum,450,Bear River,33
2022,8/19/2022,0,Chum,450,Bear River,33
2022,8/20/2022,7,Chum,450,Bear River,33
2022,8/21/2022,0,Chum,450,Bear River,33
2022,8/22/2022,0,Chum,450,Bear River,33
2022,8/23/2022,2,Chum,450,Bear River,33
2022,8/24/2022,6,Chum,450,Bear River,33
2022,8/25/2022,6,Chum,450,Bear River,33
2022,8/26/2022,5,Chum,450,Bear River,33
2022,8/27/2022,0,Chum,450,Bear River,33
